"Code","French","English"
"47.26","Commerce de détail de produits à base de tabac en magasin spécialisé","Retail sale of tobacco products in specialised stores"
"47.26Z","Commerce de détail de produits à base de tabac en magasin spécialisé","Retail sale of tobacco products in specialised stores"
"47.29","Autres commerces de détail alimentaires en magasin spécialisé","Other retail sale of food in specialised stores"
"47.29Z","Autres commerces de détail alimentaires en magasin spécialisé","Other retail sale of food in specialised stores"
"47.3","Commerce de détail de carburants en magasin spécialisé","Retail sale of automotive fuel in specialised stores"
"47.30","Commerce de détail de carburants en magasin spécialisé","Retail sale of automotive fuel in specialised stores"
"47.30Z","Commerce de détail de carburants en magasin spécialisé","Retail sale of automotive fuel in specialised stores"
"47.4","Commerce de détail d'équipements de l'information et de la communication en magasin spécialisé","Retail sale of information and communication equipment in specialised stores"
"47.41","Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé","Retail sale of computers, peripheral units and software in specialised stores"
"47.41Z","Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé","Retail sale of computers, peripheral units and software in specialised stores"
"47.42","Commerce de détail de matériels de télécommunication en magasin spécialisé","Retail sale of telecommunications equipment in specialised stores"
"47.42Z","Commerce de détail de matériels de télécommunication en magasin spécialisé","Retail sale of telecommunications equipment in specialised stores"
"47.43","Commerce de détail de matériels audio/vidéo en magasin spécialisé","Retail sale of audio and video equipment in specialised stores"
"47.43Z","Commerce de détail de matériels audio et vidéo en magasin spécialisé","Retail sale of audio and video equipment in specialised stores"
"47.5","Commerce de détail d'autres équipements du foyer en magasin spécialisé","Retail sale of other household equipment in specialised stores"
"47.51","Commerce de détail de textiles en magasin spécialisé","Retail sale of textiles in specialised stores"
"47.51Z","Commerce de détail de textiles en magasin spécialisé","Retail sale of textiles in specialised stores"
"47.52","Commerce de détail de quincaillerie, peintures et verres en magasin spécialisé","Retail sale of hardware, paints and glass in specialised stores"
"47.52A","Commerce de détail de quincaillerie, peintures et verres en petites surfaces (moins de 400 m2)","Retail sale of hardware, paints and glass in small stores (less  than 400 m2)"
"47.52B","Commerce de détail de quincaillerie, peintures et verres en grandes surfaces (400 m2et plus)","Retail sale of hardware, paints and glass in DIY superstores (400 m2 and more)"
"47.53","Commerce de détail de tapis, moquettes et revêtements de murs et de sols en magasin spécialisé","Retail sale of carpets, rugs, wall and floor coverings in specialised stores"
"47.53Z","Commerce de détail de tapis, moquettes et revêtements de murs et de sols en magasin spécialisé","Retail sale of carpets, rugs, wall and floor coverings in specialised stores"
"47.54","Commerce de détail d'appareils électroménagers en magasin spécialisé","Retail sale of electrical household appliances in specialised stores"
"47.54Z","Commerce de détail d'appareils électroménagers en magasin spécialisé","Retail sale of electrical household appliances in specialised stores"
"47.59","Commerce de détail de meubles, appareils d'éclairage et autres articles de ménage en magasin spécialisé","Retail sale of furniture, lighting equipment and other household articles in specialised stores"
"47.59A","Commerce de détail de meubles","Retail sale of furniture"
"47.59B","Commerce de détail d'autres équipements du foyer","Retail sale of other household equipment and articles"
"47.6","Commerce de détail de biens culturels et de loisirs en magasin spécialisé","Retail sale of cultural and recreation goods in specialised stores"
"47.61","Commerce de détail de livres en magasin spécialisé","Retail sale of books in specialised stores"
"47.61Z","Commerce de détail de livres en magasin spécialisé","Retail sale of books in specialised stores"
"47.62","Commerce de détail de journaux et papeterie en magasin spécialisé","Retail sale of newspapers and stationery in specialised stores"
"47.62Z","Commerce de détail de journaux et papeterie en magasin spécialisé","Retail sale of newspapers and stationery in specialised stores"
"47.63","Commerce de détail d'enregistrements musicaux et vidéo en magasin spécialisé","Retail sale of music and video recordings in specialised stores"
"47.63Z","Commerce de détail d'enregistrements musicaux et vidéo en magasin spécialisé","Retail sale of music and video recordings in specialised stores"
"47.64","Commerce de détail d'articles de sport en magasin spécialisé","Retail sale of sporting equipment in specialised stores"
"47.64Z","Commerce de détail d'articles de sport en magasin spécialisé","Retail sale of sporting equipment in specialised stores"
"47.65","Commerce de détail de jeux et jouets en magasin spécialisé","Retail sale of games and toys in specialised stores"
"47.65Z","Commerce de détail de jeux et jouets en magasin spécialisé","Retail sale of games and toys in specialised stores"
"47.7","Autres commerces de détail en magasin spécialisé","Retail sale of other goods in specialised stores"
"47.71","Commerce de détail d'habillement en magasin spécialisé","Retail sale of clothing in specialised stores"
"47.71Z","Commerce de détail d'habillement en magasin spécialisé","Retail sale of clothing in specialised stores"
"47.72","Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé","Retail sale of footwear and leather goods in specialised stores"
"47.72A","Commerce de détail de la chaussure","Retail sale of footwear"
"47.72B","Commerce de détail de maroquinerie et d'articles de voyage","Retail sale of fine leather goods and of travel articles"
"47.73","Commerce de détail de produits pharmaceutiques en magasin spécialisé","Dispensing chemist in specialised stores"
"47.73Z","Commerce de détail de produits pharmaceutiques en magasin spécialisé","Dispensing chemist in specialised stores"
"47.74","Commerce de détail d'articles médicaux et orthopédiques en magasin spécialisé","Retail sale of medical and orthopaedic goods in specialised stores"
"47.74Z","Commerce de détail d'articles médicaux et orthopédiques en magasin spécialisé","Retail sale of medical and orthopaedic goods in specialised stores"
"47.75","Commerce de détail de parfumerie et de produits de beauté en magasin spécialisé","Retail sale of cosmetic and toilet articles in specialised stores"
"47.75Z","Commerce de détail de parfumerie et de produits de beauté en magasin spécialisé","Retail sale of cosmetic and toilet articles in specialised stores"
"47.76","Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces animaux en magasin spécialisé","Retail sale of flowers, plants, seeds, fertilisers, pet animals and pet food in specialised stores"
"47.76Z","Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces animaux en magasin spécialisé","Retail sale of flowers, plants, seeds, fertilisers, pet animals and pet food in specialised stores"
"47.77","Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé","Retail sale of watches and jewellery in specialised stores"
"47.77Z","Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé","Retail sale of watches and jewellery in specialised stores"
"47.78","Autre commerce de détail de biens neufs en magasin spécialisé","Other retail sale of new goods in specialised stores"
"47.78A","Commerces de détail d'optique","Retail sale of optics"
"47.78B","Commerces de détail de charbons et combustibles","Retail sale of coal and fuels"
"47.78C","Autres commerces de détail spécialisés divers","Other sundry specialized retail sale"
"47.79","Commerce de détail de biens d'occasion en magasin","Retail sale of second-hand goods in stores"
"47.79Z","Commerce de détail de biens d'occasion en magasin","Retail sale of second-hand goods in stores"
"47.8","Commerce de détail sur éventaires et marchés","Retail sale via stalls and markets"
"47.81","Commerce de détail alimentaire sur éventaires et marchés","Retail sale via stalls and markets of food, beverages and tobacco products"
"47.81Z","Commerce de détail alimentaire sur éventaires et marchés","Retail sale via stalls and markets of food, beverages and tobacco products"
"47.82","Commerce de détail de textiles, d'habillement et de chaussures sur éventaires et marchés","Retail sale via stalls and markets of textiles, clothing and footwear"
"47.82Z","Commerce de détail de textiles, d'habillement et de chaussures sur éventaires et marchés","Retail sale via stalls and markets of textiles, clothing and footwear"
"47.89","Autres commerces de détail sur éventaires et marchés","Retail sale via stalls and markets of other goods"
"47.89Z","Autres commerces de détail sur éventaires et marchés","Retail sale via stalls and markets of other goods"
"47.9","Commerce de détail hors magasin, éventaires ou marchés","Retail trade not in stores, stalls or markets"
"47.91","Vente à distance","Retail sale via mail order houses or via Internet"
"47.91A","Vente à distance sur catalogue général","Retail sale via home-shopping by general catalogue"
"47.91B","Vente à distance sur catalogue spécialisé","Retail sale via home-shopping by specialized catalogue"
"47.99","Autres commerces de détail hors magasin, éventaires ou marchés","Other retail sale not in stores, stalls or markets"
"47.99A","Vente à domicile","From door to door sale"
"47.99B","Vente par automates et autres commerces de détail hors magasin, éventaires ou marchés n.c.a.","Vending machine sale and sundry retail trade not in stores, stalls or markets, n.e.c."
"SECTION H","TRANSPORTS ET ENTREPOSAGE","TRANSPORTATION AND STORAGE"
"49","Transports terrestres et transport par conduites","Land transport and transport via pipelines"
"49.1","Transport ferroviaire interurbain de voyageurs","Passenger rail transport, interurban"
"49.10","Transport ferroviaire interurbain de voyageurs","Passenger rail transport, interurban"
"49.10Z","Transport ferroviaire interurbain de voyageurs","Passenger rail transport, interurban"
"49.2","Transports ferroviaires de fret","Freight rail transport"
"49.20","Transports ferroviaires de fret","Freight rail transport"
"49.20Z","Transports ferroviaires de fret","Freight rail transport"
"49.3","Autres transports terrestres de voyageurs","Other passenger land transport"
"49.31","Transports urbains et suburbains de voyageurs","Urban and suburban passenger land transport"
"49.31Z","Transports urbains et suburbains de voyageurs","Urban and suburban passenger land transport"
"49.32","Transports de voyageurs par taxis","Taxi operation"
"49.32Z","Transports de voyageurs par taxis","Taxi operation"
"49.39","Autres transports terrestres de voyageurs n.c.a.","Other passenger land transport n.e.c."
"49.39A","Transports routiers réguliers de voyageurs","Road scheduled passengers land transport"
"49.39B","Autres transports routiers de voyageurs","Other land passenger transport"
"49.39C","Téléphériques et remontées mécaniques","Cableway and ski lifts"
"49.4","Transports routiers de fret et services de déménagement","Freight transport by road and removal services"
"49.41","Transports routiers de fret","Freight transport by road"
"49.41A","Transports routiers de fret interurbains","Interurban freight transport by road"
"49.41B","Transports routiers de fret de proximité","Proximity freight transport by road"
"49.41C","Location de camions avec chauffeur","Rent of lorries with driver"
"49.42","Services de déménagement","Removal services"
"49.42Z","Services de déménagement","Removal services"
"49.5","Transports par conduites","Transport via pipeline"
"49.50","Transports par conduites","Transport via pipeline"
"49.50Z","Transports par conduites","Transport via pipeline"
"50","Transports par eau","Water transport"
"50.1","Transports maritimes et côtiers de passagers","Sea and coastal passenger water transport"
"50.10","Transports maritimes et côtiers de passagers","Sea and coastal passenger water transport"
"50.10Z","Transports maritimes et côtiers de passagers","Sea and coastal passenger water transport"
"50.2","Transports maritimes et côtiers de fret","Sea and coastal freight water transport"
"50.20","Transports maritimes et côtiers de fret","Sea and coastal freight water transport"
"50.20Z","Transports maritimes et côtiers de fret","Sea and coastal freight water transport"
"50.3","Transports fluviaux de passagers","Inland passenger water transport"
"50.30","Transports fluviaux de passagers","Inland passenger water transport"
"50.30Z","Transports fluviaux de passagers","Inland passenger water transport"
"50.4","Transports fluviaux de fret","Inland freight water transport"
"50.40","Transports fluviaux de fret","Inland freight water transport"
"50.40Z","Transports fluviaux de fret","Inland freight water transport"
"51","Transports aériens","Air transport"
"51.1","Transports aériens de passagers","Passenger air transport"
"51.10","Transports aériens de passagers","Passenger air transport"
"51.10Z","Transports aériens de passagers","Passenger air transport"
"51.2","Transports aériens de fret et transports spatiaux","Freight air transport and space transport"
"51.21","Transports aériens de fret","Freight air transport"
"51.21Z","Transports aériens de fret","Freight air transport"
"51.22","Transports spatiaux","Space transport"
"51.22Z","Transports spatiaux","Space transport"
"52","Entreposage et services auxiliaires des transports","Warehousing and support activities for transportation"
"52.1","Entreposage et stockage","Warehousing and storage"
"52.10","Entreposage et stockage","Warehousing and storage"
"52.10A","Entreposage et stockage frigorifique","Refrigerating warehousing and storage"
"52.10B","Entreposage et stockage non frigorifique","Non refrigerating warehousing and storage"
"52.2","Services auxiliaires des transports","Support activities for transportation"
"52.21","Services auxiliaires des transports terrestres","Service activities incidental to land transportation"
"52.21Z","Services auxiliaires des transports terrestres","Service activities incidental to land transportation"
"52.22","Services auxiliaires des transports par eau","Service activities incidental to water transportation"
"52.22Z","Services auxiliaires des transports par eau","Service activities incidental to water transportation"
"52.23","Services auxiliaires des transports aériens","Service activities incidental to air transportation"
"52.23Z","Services auxiliaires des transports aériens","Service activities incidental to air transportation"
"52.24","Manutention","Cargo handling"
"52.24A","Manutention portuaire","Harbour cargo handling"
"52.24B","Manutention non portuaire","Non harbour cargo handling"
"52.29","Autres services auxiliaires des transports","Other transportation support activities"
"52.29A","Messagerie, fret express","Freight services organization"
"52.29B","Affrètement et organisation des transports","Chartering and transportation organisation"
"53","Activités de poste et de courrier","Postal and courier activities"
"53.1","Activités de poste dans le cadre d'une obligation de service universel","Postal activities under universal service obligation"
"53.10","Activités de poste dans le cadre d'une obligation de service universel","Postal activities under universal service obligation"
"53.10Z","Activités de poste dans le cadre d'une obligation de service universel","Postal activities under universal service obligation"
"53.2","Autres activités de poste et de courrier","Other postal and courier activities"
"53.20","Autres activités de poste et de courrier","Other postal and courier activities"
"53.20Z","Autres activités de poste et de courrier","Other postal and courier activities"
"SECTION I","HÉBERGEMENT ET RESTAURATION","ACCOMMODATION AND FOOD SERVICE ACTIVITIES"
"55","Hébergement","Accommodation"
"55.1","Hôtels et hébergement similaire","Hotels and similar accommodation"
"55.10","Hôtels et hébergement similaire","Hotels and similar accommodation"
"55.10Z","Hôtels et hébergement similaire","Hotels and similar accommodation"
"55.2","Hébergement touristique et autre hébergement de courte durée","Holiday and other short-stay accommodation"
"55.20","Hébergement touristique et autre hébergement de courte durée","Holiday and other short-stay accommodation"
"55.20Z","Hébergement touristique et autre hébergement de courte durée","Holiday and other short-stay accommodation"
"55.3","Terrains de camping et parcs pour caravanes ou véhicules de loisirs","Camping grounds, recreational vehicle parks and trailer parks"
"55.30","Terrains de camping et parcs pour caravanes ou véhicules de loisirs","Camping grounds, recreational vehicle parks and trailer parks"
"55.30Z","Terrains de camping et parcs pour caravanes ou véhicules de loisirs","Camping grounds, recreational vehicle parks and trailer parks"
"55.9","Autres hébergements","Other accommodation"
"55.90","Autres hébergements","Other accommodation"
"55.90Z","Autres hébergements","Other accommodation"
"56","Restauration","Food and beverage service activities"
"56.1","Restaurants et services de restauration mobile","Restaurants and mobile food service activities"
"56.10","Restaurants et services de restauration mobile","Restaurants and mobile food service activities"
"56.10A","Restauration traditionnelle","Traditional catering"
"56.10B","Cafétérias et autres libres-services","Cafeterias and other self-service catering"
"56.10C","Restauration de type rapide","Fast food restaurants"
"56.2","Traiteurs et autres services de restauration","Event catering and other food service activities"
"56.21","Services des traiteurs","Event catering activities"
"56.21Z","Services des traiteurs","Event catering activities"
"56.29","Autres services de restauration","Other food service activities"
"56.29A","Restauration collective sous contrat","Collective catering under contract"
"56.29B","Autres services de restauration n.c.a.","Other catering n.e.c."
"56.3","Débits de boissons","Beverage serving activities"
"56.30","Débits de boissons","Beverage serving activities"
"56.30Z","Débits de boissons","Beverage serving activities"
"SECTION J","INFORMATION ET COMMUNICATION","INFORMATION AND COMMUNICATION"
"58","Édition","Publishing activities"
"58.1","Édition de livres et périodiques et autres activités d'édition","Publishing of books, periodicals and other publishing activities"
"58.11","Édition de livres","Book publishing"
"58.11Z","Édition de livres","Book publishing"
"58.12","Édition de répertoires et de fichiers d'adresses","Publishing of directories and mailing lists"
"58.12Z","Édition de répertoires et de fichiers d'adresses","Publishing of directories and mailing lists"
"58.13","Édition de journaux","Publishing of newspapers"
"58.13Z","Édition de journaux","Publishing of newspapers"
"58.14","Édition de revues et périodiques","Publishing of journals and periodicals"
"58.14Z","Édition de revues et périodiques","Publishing of journals and periodicals"
"58.19","Autres activités d'édition","Other publishing activities"
"58.19Z","Autres activités d'édition","Other publishing activities"
"58.2","Édition de logiciels","Software publishing"
"58.21","Édition de jeux électroniques","Publishing of computer games"
"58.21Z","Édition de jeux électroniques","Publishing of computer games"
"58.29","Édition d'autres logiciels","Other software publishing"
"58.29A","Édition de logiciels système et de réseau","System and network software publishing"
"58.29B","Edition de logiciels outils de développement et de langages","Development tools and programming languages software publishing"
"58.29C","Edition de logiciels applicatifs","Application software publishing"
"59","Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale","Motion picture, video and television programme production, sound recording and music publishing activities"
"59.1","Activités cinématographiques, vidéo et de télévision","Motion picture, video and television programme activities"
"59.11","Production de films cinématographiques, de vidéo et de programmes de télévision","Motion picture, video and television programme production activities"
"59.11A","Production de films et de programmes pour la télévision","Production of motion pictures for television and television programmes"
"59.11B","Production de films institutionnels et publicitaires","Production of institutional and promotional motion pictures"
"59.11C","Production de films pour le cinéma","Production of motion pictures for cinema"
"59.12","Post-production de films cinématographiques, de vidéo et de programmes de télévision","Motion picture, video and television programme post-production activities"
"59.12Z","Post-production de films cinématographiques, de vidéo et de programmes de télévision","Motion picture, video and television programme post-production activities"
"59.13","Distribution de films cinématographiques, de vidéo et de programmes de télévision","Motion picture, video and television programme distribution activities"
"59.13A","Distribution de films cinématographiques","Motion pictures for cinema distribution"
"59.13B","Edition et distribution vidéo","Video edition and distribution"
"59.14","Projection de films cinématographiques","Motion picture projection activities"
"59.14Z","Projection de films cinématographiques","Motion picture projection activities"
"59.2","Enregistrement sonore et édition musicale","Sound recording and music publishing activities"
"59.20","Enregistrement sonore et édition musicale","Sound recording and music publishing activities"
"59.20Z","Enregistrement sonore et édition musicale","Sound recording and music publishing activities"
"60","Programmation et diffusion","Programming and broadcasting activities"
"60.1","Édition et diffusion de programmes radio","Radio broadcasting"
"60.10","Édition et diffusion de programmes radio","Radio broadcasting"
"60.10Z","Édition et diffusion de programmes radio","Radio broadcasting"
"60.2","Programmation de télévision et télédiffusion","Television programming and broadcasting activities"
"60.20","Programmation de télévision et télédiffusion","Television programming and broadcasting activities"
"60.20A","Edition de chaînes généralistes","Broadcast of general-interest television programmes"
"60.20B","Edition de chaînes thématiques","Broadcast of thematic television programmes"
"61","Télécommunications","Telecommunications"
"61.1","Télécommunications filaires","Wired telecommunications activities"
"61.10","Télécommunications filaires","Wired telecommunications activities"
"61.10Z","Télécommunications filaires","Wired telecommunications activities"
"61.2","Télécommunications sans fil","Wireless telecommunications activities"
"61.20","Télécommunications sans fil","Wireless telecommunications activities"
"61.20Z","Télécommunications sans fil","Wireless telecommunications activities"
"61.3","Télécommunications par satellite","Satellite telecommunications activities"
"61.30","Télécommunications par satellite","Satellite telecommunications activities"
"61.30Z","Télécommunications par satellite","Satellite telecommunications activities"
"61.9","Autres activités de télécommunication","Other telecommunications activities"
"61.90","Autres activités de télécommunication","Other telecommunications activities"
"61.90Z","Autres activités de télécommunication","Other telecommunications activities"
"62","Programmation, conseil et autres activités informatiques","Computer programming, consultancy and related activities"
"62.0","Programmation, conseil et autres activités informatiques","Computer programming, consultancy and related activities"
"62.01","Programmation informatique","Computer programming activities"
"62.01Z","Programmation informatique","Computer programming activities"
"62.02","Conseil informatique","Computer consultancy activities"
"62.02A","Conseil en systèmes et logiciels informatiques","Hardware and software consultancy"
"62.02B","Tierce maintenance de systèmes et d'applications informatiques","Third party maintenance of computer sytems and applications"
"62.03","Gestion d'installations informatiques","Computer facilities management activities"
"62.03Z","Gestion d'installations informatiques","Computer facilities management activities"
"62.09","Autres activités informatiques","Other information technology and computer service activities"
"62.09Z","Autres activités informatiques","Other information technology and computer service activities"
"63","Services d'information","Information service activities"
"63.1","Traitement de données, hébergement et activités connexes ; portails Internet","Data processing, hosting and related activities; web portals"
"63.11","Traitement de données, hébergement et activités connexes","Data processing, hosting and related activities"
"63.11Z","Traitement de données, hébergement et activités connexes","Data processing, hosting and related activities"
"63.12","Portails Internet","Web portals"
"63.12Z","Portails Internet","Web portals"
"63.9","Autres services d'information","Other information service activities"
"63.91","Activités des agences de presse","News agency activities"
"63.91Z","Activités des agences de presse","News agency activities"
"63.99","Autres services d'information n.c.a.","Other information service activities n.e.c."
"63.99Z","Autres services d'information n.c.a.","Other information service activities n.e.c."
"SECTION K","ACTIVITÉS FINANCIÈRES ET D'ASSURANCE","FINANCIAL AND INSURANCE ACTIVITIES"
"64","Activités des services financiers, hors assurance et caisses de retraite","Financial service activities, except insurance and pension funding"
"64.1","Intermédiation monétaire","Monetary intermediation"
"64.11","Activités de banque centrale","Central banking"
"64.11Z","Activités de banque centrale","Central banking"
"64.19","Autres intermédiations monétaires","Other monetary intermediation"
"64.19Z","Autres intermédiations monétaires","Other monetary intermediation"
"64.2","Activités des sociétés holding","Activities of holding companies"
"64.20","Activités des sociétés holding","Activities of holding companies"
"64.20Z","Activités des sociétés holding","Activities of holding companies"
"64.3","Fonds de placement et entités financières similaires","Trusts, funds and similar financial entities"
"64.30","Fonds de placement et entités financières similaires","Trusts, funds and similar financial entities"
"64.30Z","Fonds de placement et entités financières similaires","Trusts, funds and similar financial entities"
"64.9","Autres activités des services financiers, hors assurance et caisses de retraite","Other financial service activities, except insurance and pension funding"
"64.91","Crédit-bail","Financial leasing"
"64.91Z","Crédit-bail","Financial leasing"
"64.92","Autre distribution de crédit","Other credit granting/font>"
"64.92Z","Autre distribution de crédit","Other credit granting"
"64.99","Autres activités des services financiers, hors assurance et caisses de retraite, n.c.a.","Other financial service activities, except insurance and pension funding n.e.c."
"64.99Z","Autres activités des services financiers, hors assurance et caisses de retraite, n.c.a.","Other financial service activities, except insurance and pension funding n.e.c."
"65","Assurance","Insurance, reinsurance and pension funding, except compulsory social security"
"65.1","Assurance","Insurance"
"65.11","Assurance vie","Life insurance"
"65.11Z","Assurance vie","Life insurance"
"65.12","Autres assurances","Non-life insurance"
"65.12Z","Autres assurances","Non-life insurance"
"65.2","Réassurance","Reinsurance"
"65.20","Réassurance","Reinsurance"
"65.20Z","Réassurance","Reinsurance"
"65.3","Caisses de retraite","Pension funding"
"65.30","Caisses de retraite","Pension funding"
"65.30Z","Caisses de retraite","Pension funding"
"66","Activités auxiliaires de services financiers et d'assurance","Activities auxiliary to financial services and insurance activities"
"66.1","Activités auxiliaires de services financiers, hors assurance et caisses de retraite","Activities auxiliary to financial services, except insurance and pension funding"
"66.11","Administration de marchés financiers","Administration of financial markets"
"66.11Z","Administration de marchés financiers","Administration of financial markets"
"66.12","Courtage de valeurs mobilières et de marchandises","Security and commodity contracts brokerage"
"66.12Z","Courtage de valeurs mobilières et de marchandises","Security and commodity contracts brokerage"
"66.19","Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite","Other activities auxiliary to financial services, except insurance and pension funding"
"66.19A","Supports juridiques de gestion de patrimoine mobilier","Juridical arrangement of movable property management"
"66.19B","Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite, n.c.a.","Other activities auxiliary to financial services, except insurance and pension funding, n.e.c."
"66.2","Activités auxiliaires d'assurance et de caisses de retraite","Activities auxiliary to insurance and pension funding"
"66.21","Évaluation des risques et dommages","Risk and damage evaluation"
"66.21Z","Évaluation des risques et dommages","Risk and damage evaluation"
"66.22","Activités des agents et courtiers d'assurances","Activities of insurance agents and brokers"
"66.22Z","Activités des agents et courtiers d'assurances","Activities of insurance agents and brokers"
"66.29","Autres activités auxiliaires d'assurance et de caisses de retraite","Other activities auxiliary to insurance and pension funding"
"66.29Z","Autres activités auxiliaires d'assurance et de caisses de retraite","Other activities auxiliary to insurance and pension funding"
"66.3","Gestion de fonds","Fund management activities"
"66.30","Gestion de fonds","Fund management activities"
"66.30Z","Gestion de fonds","Fund management activities"
"SECTION L","ACTIVITÉS IMMOBILIÈRES","REAL ESTATE ACTIVITIES"
"68","Activités immobilières","Real estate activities"
"68.1","Activités des marchands de biens immobiliers","Buying and selling of own real estate"
"68.10","Activités des marchands de biens immobiliers","Buying and selling of own real estate"
"68.10Z","Activités des marchands de biens immobiliers","Buying and selling of own real estate"
"68.2","Location et exploitation de biens immobiliers propres ou loués","Renting and operating of own or leased real estate"
"68.20","Location et exploitation de biens immobiliers propres ou loués","Renting and operating of own or leased real estate"
"68.20A","Location de logements","Letting of dwellings"
"68.20B","Location de terrains et d'autres biens immobiliers","Letting of land and other own property"
"68.3","Activités immobilières pour compte de tiers","Real estate activities on a fee or contract basis"
"68.31","Agences immobilières","Real estate agencies"
"68.31Z","Agences immobilières","Real estate agencies"
"68.32","Administration de biens immobiliers","Management of real estate on a fee or contract basis"
"68.32A","Administration d'immeubles et autres biens immobiliers","Management of residential building and other real estate on a fee or contract basis"
"68.32B","Supports juridiques de gestion de patrimoine immobilier","Juridical arrangement of immovable property management"
"SECTION M","ACTIVITÉS SPÉCIALISÉES, SCIENTIFIQUES ET TECHNIQUES","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
"69","Activités juridiques et comptables","Legal and accounting activities"
"69.1","Activités juridiques","Legal activities"
"69.10","Activités juridiques","Legal activities"
"69.10Z","Activités juridiques","Legal activities"
"69.2","Activités comptables","Accounting, bookkeeping and auditing activities; tax consultancy"
"69.20","Activités comptables","Accounting, bookkeeping and auditing activities; tax consultancy"
"69.20Z","Activités comptables","Accounting, bookkeeping and auditing activities; tax consultancy"
"70","Activités des sièges sociaux ; conseil de gestion","Activities of head offices; management consultancy activities"
"70.1","Activités des sièges sociaux","Activities of head offices"
"70.10","Activités des sièges sociaux","Activities of head offices"
"70.10Z","Activités des sièges sociaux","Activities of head offices"
"70.2","Conseil de gestion","Management consultancy activities"
"70.21","Conseil en relations publiques et communication","Public relations and communication activities"
"70.21Z","Conseil en relations publiques et communication","Public relations and communication activities"
"70.22","Conseil pour les affaires et autres conseils de gestion","Business and other management consultancy activities"
"70.22Z","Conseil pour les affaires et autres conseils de gestion","Business and other management consultancy activities"
"71","Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques","Architectural and engineering activities; technical testing and analysis"
"71.1","Activités d'architecture et d'ingénierie","Architectural and engineering activities and related technical consultancy"
"71.11","Activités d'architecture","Architectural activities"
"71.11Z","Activités d'architecture","Architectural activities"
"71.12","Activités d'ingénierie","Engineering activities and related technical consultancy"
"71.12A","Activité des géomètres","Surveyor activities"
"71.12B","Ingénierie, études techniques","Engineering, technical studies"
"71.2","Activités de contrôle et analyses techniques","Technical testing and analysis"
"71.20","Activités de contrôle et analyses techniques","Technical testing and analysis"
"71.20A","Contrôle technique automobile","Car technical testing"
"71.20B","Analyses, essais et inspections techniques","Technical analyses, testing and inspections"
"72","Recherche-développement scientifique","Scientific research and development"
"72.1","Recherche-développement en sciences physiques et naturelles","Research and experimental development on natural sciences and engineering"
"72.11","Recherche-développement en biotechnologie","Research and experimental development on biotechnology"
"72.11Z","Recherche-développement en biotechnologie","Research and experimental development on biotechnology"
"72.19","Recherche-développement en autres sciences physiques et naturelles","Other research and experimental development on natural sciences and engineering"
"72.19Z","Recherche-développement en autres sciences physiques et naturelles","Other research and experimental development on natural sciences and engineering"
"72.2","Recherche-développement en sciences humaines et sociales","Research and experimental development on social sciences and humanities"
"72.20","Recherche-développement en sciences humaines et sociales","Research and experimental development on social sciences and humanities"
"72.20Z","Recherche-développement en sciences humaines et sociales","Research and experimental development on social sciences and humanities"
"73","Publicité et études de marché","Advertising and market research"
"73.1","Publicité","Advertising"
"73.11","Activités des agences de publicité","Advertising agencies"
"73.11Z","Activités des agences de publicité","Advertising agencies"
"73.12","Régie publicitaire de médias","Media representation"
"73.12Z","Régie publicitaire de médias","Media representation"
"73.2","Études de marché et sondages","Market research and public opinion polling"
"73.20","Études de marché et sondages","Market research and public opinion polling"
"73.20Z","Études de marché et sondages","Market research and public opinion polling"
"74","Autres activités spécialisées, scientifiques et techniques","Other professional, scientific and technical activities"
"74.1","Activités spécialisées de design","Specialised design activities"
"74.10","Activités spécialisées de design","Specialised design activities"
"74.10Z","Activités spécialisées de design","Specialised design activities"
"74.2","Activités photographiques","Photographic activities"
"74.20","Activités photographiques","Photographic activities"
"74.20Z","Activités photographiques","Photographic activities"
"74.3","Traduction et interprétation","Translation and interpretation activities"
"74.30","Traduction et interprétation","Translation and interpretation activities"
"74.30Z","Traduction et interprétation","Translation and interpretation activities"
"74.9","Autres activités spécialisées, scientifiques et techniques n.c.a.","Other professional, scientific and technical activities n.e.c."
"74.90","Autres activités spécialisées, scientifiques et techniques n.c.a.","Other professional, scientific and technical activities n.e.c."
"74.90A","Activité des économistes de la construction","Activities of quantity surveyors"
"74.90B","Activités spécialisées, scientifiques et techniques diverses","Sundry professional, scientific and technical activities"
"75","Activités vétérinaires","Veterinary activities"
"75.0","Activités vétérinaires","Veterinary activities"
"75.00","Activités vétérinaires","Veterinary activities"
"75.00Z","Activités vétérinaires","Veterinary activities"
